Word,"CONTROL_SOBOLEVSKY","KIREEVSKY","PESENNIKI","RUSCORPORA","RUSSKIE_PESNI","SOBOLEVSKY"
"ой",0.1877660018,0.1277980951,0.0928414366,0.0019268029,0.0126547953,0.1501639194
"брать",0.0667612451,0.0868062533,0.0390911312,0.0199102966,0.0235017626,0.102019762
"дорога",0.0041725778,0.0377767954,0.0342047398,0.0427107976,0.0578504926,0.0313319119
"прах",0,0.0008037616,0.0048863914,0.0555561502,0.0126547953,0.0003820965
"ничто",0.0292080447,0.0329542258,0.0293183484,0.0415868292,0.0180782789,0.0389738417
"ребенок",0.0333806225,0.0353655106,0.0048863914,0.0457615688,0.0072313116,0.0254094164
"внимать",0,0,0.0048863914,0.0552885387,0.0036156558,0.0011462895
"родимый",0.2837352917,0.0956476309,0.024431957,0.0142904548,0.1355870921,0.0966704112
"бить",0.0542435116,0.103685247,0.1026142194,0.0228540233,0.0126547953,0.0840612271
"каждый",0,0.0032150464,0.0097727828,0.0528800351,0.0216939347,0.0053493508
"грозный",0.0166903113,0.0184865169,0.0146591742,0.0467249703,0.0397722137,0.0204421621
"миленький",0.1084870233,0.1832576458,0.0830686538,0.0011239684,0.0289252463,0.1375547353
"часто",0.0208628891,0.0249166097,0.0390911312,0.0450122566,0.03434873,0.023498934
"буря",0,0.0016075232,0,0.0533082135,0.0361565579,0.0011462895
"краса",0.0166903113,0.0152714705,0.0097727828,0.0484912063,0.0813522553,0.0089792674
"вновь",0,0,0,0.0538969589,0.0235017626,0.0003820965
"глас",0,0,0,0.0542180927,0.0036156558,0.0009552412
"меч",0,0,0,0.0531476466,0.0162704511,0.0024836272
"трава",0.0417257782,0.0868062533,0.1172733936,0.0199638189,0.0723131158,0.087882192
"вечер",0.0250354669,0.0892175381,0.0439775226,0.0292766996,0.0506191811,0.059607052
"луна",0,0,0,0.053736392,0.0090391395,0.0003820965
"оно",0.0083451556,0.0096451393,0.0048863914,0.0485982509,0.0433878695,0.0120360393
"прийти",0.0125177335,0.0482256963,0.0537503054,0.0376261788,0.06869746,0.0372544075
"страх",0,0.0016075232,0.0048863914,0.0535223027,0.0090391395,0.0001910482
"вести",0.0125177335,0.0578708355,0.024431957,0.0294907888,0.0271174184,0.0680131747
"небесный",0,0,0.0048863914,0.0529870797,0.0144626232,0.0001910482
"шуметь",0.0375532004,0.034561749,0.0146591742,0.0422826192,0.0795444274,0.0210153068
"вечный",0.0041725778,0.0048225696,0.0097727828,0.0510067545,0.0216939347,0.0042030614
"камень",0.0166903113,0.0321504642,0.0195455656,0.0409445616,0.0379643858,0.0303766707
"труд",0,0,0.0048863914,0.0521307229,0.0162704511,0.000764193
"печальный",0.0083451556,0.0064300928,0.0146591742,0.0480630279,0.0470035253,0.0082150745
"туча",0.0417257782,0.0152714705,0.0048863914,0.0435136321,0.1265479526,0.0110807981
"ворота",0.0667612451,0.1052927702,0.0830686538,0.011132639,0.0506191811,0.1087064506
"дар",0,0.0016075232,0.0048863914,0.0497757416,0.0126547953,0.0051583026
"окно",0.0709338229,0.0514407427,0.048863914,0.0344148407,0.0650818042,0.036872311
"тихо",0,0.0048225696,0,0.0494010854,0.0271174184,0.0026746754
"чело",0.0041725778,0.0024112848,0,0.0491869962,0.0036156558,0.0061135438
"глава",0,0.0056263312,0,0.0500968754,0.0054234837,0.0015283859
"юный",0,0,0,0.0502574423,0.0271174184,0
"увидеть",0.0125177335,0.0160752321,0.0537503054,0.0409980839,0.0451956974,0.0242631269
"страшный",0,0,0.0048863914,0.0488123401,0.0235017626,0.0034388684
"луг",0.0584160895,0.0659084516,0.0635230882,0.0275104636,0.0813522553,0.0521561705
"свобода",0,0,0,0.0498292639,0.0180782789,0
"готовый",0.0041725778,0.008037616,0.0146591742,0.0476348494,0.0126547953,0.0055403991
"роза",0.0125177335,0,0.0097727828,0.0487588178,0.0235017626,0.0021015307
"чтобы",0.0667612451,0.0482256963,0.0342047398,0.0312570248,0.0415800416,0.0473799644
"быстрый",0.0751064007,0.0948438693,0.0537503054,0.0213018765,0.0705052879,0.06744003
"место",0.0375532004,0.0200940401,0.0293183484,0.0430319314,0.0144626232,0.0162391007
"средь",0.0041725778,0.0056263312,0.0048863914,0.0480630279,0.0235017626,0.0028657237
"горький",0.1502128015,0.0900212997,0.0439775226,0.0206596089,0.1355870921,0.0603712449
"домой",0.1418676458,0.0900212997,0.0586366968,0.0144510217,0.0216939347,0.0939957358
"оставаться",0.0083451556,0.0417956034,0.024431957,0.0388036695,0.0524270089,0.0225436927
"прежний",0.045898356,0.0393843186,0.0635230882,0.0349500637,0.0759287716,0.0309498154
"пасть",0.0208628891,0.0241128481,0.0097727828,0.04206853,0.0216939347,0.0175764384
"шум",0.0041725778,0.0008037616,0,0.0485982509,0.0072313116,0.0021015307
"славный",0.0417257782,0.0442068882,0.0195455656,0.0327556493,0.0162704511,0.044705289
"тишина",0,0,0,0.0490264293,0.0090391395,0.0005731447
"ну",0,0.0337579874,0.0342047398,0.0404628609,0.0253095905,0.0196779691
"цвет",0.0041725778,0.0184865169,0.0586366968,0.039071281,0.10304619,0.0187227279
"утро",0.0208628891,0.0241128481,0.0293183484,0.0366627774,0.0542348368,0.0309498154
"кудри",0.0625886673,0.0651046899,0.1026142194,0.0197497297,0.0849679111,0.0731714773
"встречать",0.0083451556,0.0184865169,0.0146591742,0.0408910393,0.0361565579,0.0181495831
"блистать",0,0,0,0.0475813271,0.0235017626,0.0001910482
"венец",0.0208628891,0.0136639473,0.0097727828,0.0435671544,0.0307330742,0.0091703157
"восторг",0,0,0,0.0480095056,0.0036156558,0
"гром",0.0208628891,0.0024112848,0.0048863914,0.044905212,0.0271174184,0.0066866885
"дышать",0,0.0016075232,0,0.0473137156,0.0216939347,0
"между",0.0083451556,0.0152714705,0.0048863914,0.0430319314,0.0054234837,0.0124181358
"снова",0.0041725778,0.0008037616,0,0.0469925818,0.0198861068,0.0003820965
"принимать",0.0250354669,0.0474219347,0.0586366968,0.0341472292,0.0289252463,0.0307587672
"просить",0.0041725778,0.0168789937,0.048863914,0.0370374335,0.0307330742,0.0288482848
"писать",0.0250354669,0.0490294579,0.0635230882,0.0325415601,0.0108469674,0.0372544075
"терем",0.1251773346,0.081179922,0.122159785,0.0074396001,0.0849679111,0.1045033892
"улыбка",0,0,0,0.0473672379,0.0072313116,0
"третий",0.1710756906,0.1125266246,0.0586366968,0.0110255944,0.0108469674,0.0920852534
"являться",0,0,0.0048863914,0.0464038365,0.0126547953,0.0011462895
"нести",0.0584160895,0.0498332195,0.0390911312,0.0264400176,0.0198861068,0.0554039906
"среди",0.0041725778,0.0265241329,0.0293183484,0.0401417271,0.0307330742,0.0135644253
"об",0.0125177335,0.0361692722,0.0293183484,0.0350571083,0.0632739763,0.0240720787
"конец",0.0250354669,0.0208978017,0.0048863914,0.0384290134,0.0216939347,0.0198690173
"красавица",0.0250354669,0.0562633123,0.097727828,0.0268146737,0.155473199,0.0351528768
"холодный",0.0166903113,0.0361692722,0.0146591742,0.0369839112,0.0325409021,0.0200600656
"правда",0.0125177335,0.0200940401,0.0097727828,0.0352176752,0.0162704511,0.0320961049
"пир",0.0041725778,0.0200940401,0.0195455656,0.0362881213,0.0307330742,0.0263646576
"муза",0,0,0,0.0460827027,0,0
"гордый",0,0,0,0.0453333904,0.0036156558,0.0017194342
"сердечный",0.0542435116,0.0450106498,0.1026142194,0.0232822017,0.1102775016,0.051774074
"верить",0,0.0104489009,0.0195455656,0.0416938738,0.0180782789,0.0080240262
"рад",0.0876241342,0.0409918418,0.073295871,0.0280992089,0.0126547953,0.043176903
"глубокий",0.0333806225,0.0233090865,0.0195455656,0.0356458536,0.0325409021,0.022734741
"вид",0,0.0016075232,0,0.0446376005,0.0036156558,0.000764193
"тело",0.0876241342,0.0972551541,0.024431957,0.023870947,0.0144626232,0.0460426267
"самый",0.0125177335,0.0490294579,0.024431957,0.0322739486,0.0108469674,0.0309498154
"долина",0.0500709338,0.0482256963,0.0439775226,0.0338796176,0.0216939347,0.0213974033
"зреть",0.0041725778,0.0016075232,0.0048863914,0.0438882882,0.0126547953,0.0011462895
"цвести",0.0166903113,0.0353655106,0.0390911312,0.0312570248,0.0903913947,0.0280840918
"потом",0,0,0.0048863914,0.0432460206,0.0090391395,0.0040120131
"москва",0.0333806225,0.0803761604,0.0342047398,0.0243526477,0.0144626232,0.0483352056
"правый",0.0542435116,0.0618896435,0.048863914,0.0185722391,0.0126547953,0.0710699466
"через",0.0500709338,0.0538520275,0.0439775226,0.0184116721,0.03434873,0.0710699466
"купить",0.0542435116,0.0884137765,0.0781822624,0.0095804922,0.0180782789,0.0943778323
"легкий",0.0125177335,0.034561749,0.0195455656,0.0360205097,0.0198861068,0.0166211972
"блеск",0,0,0,0.0436206767,0.0090391395,0
"миг",0,0,0,0.0431924983,0.0180782789,0.0001910482
"сестра",0.0625886673,0.0948438693,0.0390911312,0.0161102131,0.0253095905,0.0691594641
"тайный",0,0.0120564241,0.0146591742,0.0409445616,0.0126547953,0.0051583026
"замуж",0.183593424,0.115741671,0.1319325678,0.0017127137,0.0180782789,0.1067959681
"убивать",0.1043144455,0.0618896435,0.048863914,0.021569488,0.0397722137,0.0527293152
"стена",0.0083451556,0.0088413776,0.0048863914,0.0384825357,0.0198861068,0.0122270876
"страдание",0,0.0008037616,0,0.0429784091,0.0054234837,0.0001910482
"синий",0.0542435116,0.0643009283,0.0195455656,0.0179834937,0.0596583205,0.0647653545
"след",0.0083451556,0.0160752321,0.024431957,0.0379473126,0.0180782789,0.0112718464
"мука",0.0083451556,0.0120564241,0.0342047398,0.0377332234,0.0180782789,0.0118449911
"дикий",0,0.0144677089,0,0.040302294,0.0072313116,0.0045851578
"ох",0.2879078695,0.1060965318,0.0097727828,0.004602918,0.0090391395,0.0962883147
"дверь",0,0.0112526625,0.0293183484,0.0355923313,0.0126547953,0.0196779691
"веселие",0.0041725778,0.0064300928,0.024431957,0.0369303889,0.0451956974,0.0122270876
"ехать",0.0584160895,0.0787686372,0.0195455656,0.0182511052,0.0307330742,0.0607533414
"крыло",0.0292080447,0.0168789937,0.0342047398,0.0346824522,0.0397722137,0.0166211972
"начинать",0.0250354669,0.0225053249,0.0390911312,0.034468363,0.0216939347,0.0177674866
"бояться",0.0208628891,0.0747498292,0,0.0290090881,0.0451956974,0.0238810304
"всякий",0.0083451556,0.0184865169,0.0439775226,0.0351641529,0.0180782789,0.0164301489
"спрашивать",0.0417257782,0.042599365,0.0293183484,0.0229610679,0.0289252463,0.051774074
"лист",0.0208628891,0.0353655106,0.0048863914,0.0340937068,0.0361565579,0.0147107147
"желание",0,0,0.0048863914,0.0412121731,0.0036156558,0.0017194342
"бой",0,0.0008037616,0,0.0400346825,0.0162704511,0.0034388684
"восходить",0.0751064007,0.0651046899,0.0537503054,0.0190539398,0.0397722137,0.0548308459
"шелковый",0.0667612451,0.0763573524,0.097727828,0.0057268864,0.0289252463,0.0989629901
"ведь",0.0250354669,0.0152714705,0.0195455656,0.0288485212,0.0524270089,0.0330513461
"сквозь",0,0.0048225696,0.0048863914,0.0383219688,0.0180782789,0.0068777368
"бледный",0.0125177335,0.0032150464,0.0048863914,0.039071281,0.0216939347,0.0034388684
"богатый",0.0375532004,0.0176827553,0.0195455656,0.0297584003,0.0361565579,0.0299945742
"ужасный",0.0041725778,0,0,0.0407304724,0.0036156558,0.0003820965
"священный",0,0.0008037616,0,0.0406769501,0,0
"кипеть",0,0.0048225696,0.0195455656,0.0381078796,0.0198861068,0.0051583026
"мрачный",0,0.0008037616,0,0.0397670709,0.0289252463,0
"далеко",0.0542435116,0.0474219347,0,0.0254766161,0.0397722137,0.036108118
"пламень",0.0041725778,0.0024112848,0,0.0398741155,0.0144626232,0.0003820965
"сокол",0.1043144455,0.0908250613,0.0830686538,0.0042817842,0.0813522553,0.0915121086
"герой",0,0,0,0.0404093386,0.0036156558,0
"пустой",0.0041725778,0.0112526625,0.0146591742,0.036769822,0.0162704511,0.0082150745
"мрак",0,0,0,0.040302294,0.0036156558,0
"туман",0.0125177335,0.0192902785,0.0048863914,0.0342542738,0.0198861068,0.0143286183
"степь",0,0.0442068882,0,0.0309894133,0.0433878695,0.0181495831
"надо",0.0166903113,0.0257203713,0.0293183484,0.0272963744,0.0253095905,0.0355349733
"исчезать",0,0.0008037616,0,0.0398741155,0.0072313116,0
"право",0.0292080447,0.0064300928,0.0390911312,0.0321669039,0.0054234837,0.023498934
"подымать",0.0041725778,0.0168789937,0.0586366968,0.0292231773,0.0108469674,0.0299945742
"старик",0.0333806225,0.0112526625,0.0146591742,0.0329697385,0.0108469674,0.0183406314
"соловей",0.0667612451,0.0570670739,0.0586366968,0.0193215513,0.0885835668,0.0435589995
"помнить",0.0083451556,0.0048225696,0.0195455656,0.0373585673,0.0253095905,0.0022925789
"ангел",0,0,0.0048863914,0.0381614019,0.0162704511,0.000764193
"видать",0.0208628891,0.0393843186,0.048863914,0.0232822017,0.0668896321,0.0364902145
"тьма",0,0,0,0.0383754911,0.0162704511,0
"облако",0,0.0024112848,0.0048863914,0.0375191342,0.0235017626,0.0009552412
"поехать",0.1126596011,0.0803761604,0.048863914,0.0077607339,0.0126547953,0.0825328412
"скала",0,0,0,0.0382684465,0.0054234837,0.0005731447
"бывать",0.0500709338,0.034561749,0.0684094796,0.023870947,0.0289252463,0.0357260215
"иметь",0,0.0088413776,0.0146591742,0.0347359745,0.0144626232,0.0089792674
"ночной",0,0.0024112848,0.0048863914,0.0370374335,0.0180782789,0.0022925789
"златой",0,0.0064300928,0.0097727828,0.0361275544,0.0235017626,0.0036299166
"жар",0.0041725778,0.0160752321,0.0097727828,0.0339331399,0.0144626232,0.0097434604
"летать",0.0625886673,0.0554595507,0.0293183484,0.0213553988,0.0289252463,0.0399290829
"стол",0.0333806225,0.0313467026,0.0293183484,0.0237103801,0.0162704511,0.0399290829
"слуга",0.0166903113,0.034561749,0.0097727828,0.0109185498,0.0036156558,0.0875000955
"ответ",0.0125177335,0.0088413776,0.024431957,0.0322739486,0.03434873,0.0135644253
"ряд",0.0166903113,0.0217015633,0.0048863914,0.0308823687,0.0036156558,0.0192958726
"лира",0,0,0,0.037840268,0,0
"малый",0.045898356,0.0707310212,0.0928414366,0.0120425181,0.0072313116,0.0685863194
"закон",0,0.0072338544,0,0.0359134651,0.0018078279,0.0045851578
"несчастный",0.0208628891,0.0136639473,0.024431957,0.0307218018,0.0506191811,0.0145196665
"месяц",0.0208628891,0.0241128481,0.0097727828,0.0272963744,0.0759287716,0.0217794998
"целый",0.0083451556,0.0048225696,0,0.0337190507,0.0451956974,0.0074508815
"посылать",0.0542435116,0.042599365,0.0342047398,0.0196962074,0.0144626232,0.0481441574
"брег",0,0,0.0048863914,0.037305045,0,0.0003820965
"сиять",0,0,0.0048863914,0.0363416436,0.0126547953,0.0024836272
"чей",0.0250354669,0.0120564241,0.024431957,0.0294372665,0.0235017626,0.021206355
"напрасно",0.0041725778,0.0072338544,0.0048863914,0.0352711975,0.0216939347,0.0032478201
"головушка",0.0792789786,0.0835912068,0.0684094796,0.0016591914,0.0614661484,0.0947599288
"покидать",0.0166903113,0.0281316562,0.0342047398,0.0253160492,0.0813522553,0.0248362717
"имя",0,0.0048225696,0,0.0338260953,0.0162704511,0.0087882192
"желать",0.0041725778,0.0056263312,0.0048863914,0.0340401845,0.0126547953,0.0076419297
"кругом",0.0041725778,0.0048225696,0,0.0354317644,0.0108469674,0.0032478201
"удалой",0.0709338229,0.0570670739,0.048863914,0.0113467282,0.0596583205,0.0664847887
"нельзя",0.0208628891,0.0554595507,0.048863914,0.0198567743,0.0451956974,0.0399290829
"подавать",0.045898356,0.0490294579,0.0586366968,0.0202314304,0.0072313116,0.0422216618
"язык",0.0041725778,0,0,0.036234599,0.0018078279,0.0011462895
"приносить",0.0166903113,0.0184865169,0.0146591742,0.0279921643,0.0198861068,0.0229257892
"цепь",0,0.0024112848,0,0.035003586,0.0126547953,0.0038209649
"ложиться",0.0250354669,0.0522445043,0.0195455656,0.0223188002,0.0289252463,0.0334334426
"слушать",0.0166903113,0.0128601857,0.0146591742,0.029704878,0.0325409021,0.0166211972
"холм",0,0,0,0.0365022105,0.0018078279,0
"взглядывать",0.0125177335,0,0.0146591742,0.0323809932,0.0506191811,0.0082150745
"казаться",0,0.0048225696,0.0146591742,0.0340937068,0.0307330742,0.0036299166
"понимать",0.0208628891,0.0064300928,0,0.0347359745,0.0108469674,0.0024836272
"взгляд",0,0.0016075232,0.0097727828,0.0352176752,0.0180782789,0.0013373377
"буйный",0.0250354669,0.0651046899,0.0586366968,0.0135946649,0.0976227063,0.051774074
"вера",0.0125177335,0.0016075232,0.0048863914,0.0329162162,0.0126547953,0.0095524122
"крутой",0.0751064007,0.0683197364,0.0684094796,0.0124706965,0.0198861068,0.0605622932
"полно",0.0625886673,0.0570670739,0.097727828,0.0149327225,0.0433878695,0.0512009293
"вечно",0,0.0064300928,0.0390911312,0.0336655284,0.0235017626,0.0032478201
"открывать",0.0375532004,0.0217015633,0.0048863914,0.0306682795,0.0072313116,0.0112718464
"плечо",0.0292080447,0.0200940401,0.0048863914,0.0250484377,0.0253095905,0.0301856225
"храм",0,0,0.0048863914,0.0353782421,0.0144626232,0.0005731447
"жениться",0.1585579571,0.0860024917,0.0684094796,0.0054057526,0.0307330742,0.0754640562
"чуть",0.0041725778,0.0184865169,0.024431957,0.0317387255,0.0216939347,0.007068785
"прежде",0,0.008037616,0.0390911312,0.0323809932,0.0180782789,0.007068785
"вдоль",0.045898356,0.0530482659,0.073295871,0.0100086706,0.0162704511,0.0727893808
"едва",0,0,0,0.0347359745,0.0090391395,0.0021015307
"течь",0.0417257782,0.0409918418,0.0195455656,0.0246202593,0.0361565579,0.022734741
"высоко",0.0500709338,0.0675159748,0.0195455656,0.0161102131,0.0090391395,0.0489083503
"товарищ",0.0333806225,0.0401880802,0.0439775226,0.0171806592,0.0253095905,0.0496725433
